番号,都道府県,市郡,区町村,男,女,,
22209,静岡県,島田市,  ,81.9,87.9,,
22210,静岡県,富士市,  ,80.9,87.5,,
22211,静岡県,磐田市,  ,82.2,87.8,,
22212,静岡県,焼津市,  ,81.5,87.3,,
22213,静岡県,掛川市,  ,82.3,87.9,,
22214,静岡県,藤枝市,  ,81.9,88.1,,
22215,静岡県,御殿場市,  ,81.5,87.8,,
22216,静岡県,袋井市,  ,82.1,87.5,,
22219,静岡県,下田市,  ,81.3,87.0,,
22220,静岡県,裾野市,  ,82.1,87.2,,
22221,静岡県,湖西市,  ,82.0,88.0,,
22222,静岡県,伊豆市,  ,81.1,87.6,,
22223,静岡県,御前崎市,  ,81.5,87.5,,
22224,静岡県,菊川市,  ,82.4,87.2,,
22225,静岡県,伊豆の国市,  ,81.1,87.2,,
22226,静岡県,牧之原市,  ,81.3,87.8,,
22301,静岡県,賀茂郡,東伊豆町,80.8,86.9,,
22302,静岡県,賀茂郡,河津町,81.1,87.4,,
22304,静岡県,賀茂郡,南伊豆町,81.4,87.2,,
22305,静岡県,賀茂郡,松崎町,81.5,87.3,,
22306,静岡県,賀茂郡,西伊豆町,81.0,87.3,,
22325,静岡県,田方郡,函南町,81.2,87.7,,
22341,静岡県,駿東郡,清水町,81.0,87.6,,
22342,静岡県,駿東郡,長泉町,81.6,87.5,,
22344,静岡県,駿東郡,小山町,81.3,87.7,,
22424,静岡県,榛原郡,吉田町,81.4,87.4,,
22429,静岡県,榛原郡,川根本町,81.7,87.5,,
22461,静岡県,周智郡,森町,81.6,87.9,,
23101,愛知県,名古屋市,千種区,82.2,88.0,,
23102,愛知県,名古屋市,東区,81.7,87.4,,
23103,愛知県,名古屋市,北区,80.9,86.9,,
23104,愛知県,名古屋市,西区,80.9,87.4,,
23105,愛知県,名古屋市,中村区,80.3,87.0,,
23106,愛知県,名古屋市,中区,81.4,87.7,,
23107,愛知県,名古屋市,昭和区,81.7,87.3,,
23108,愛知県,名古屋市,瑞穂区,82.1,87.9,,
23109,愛知県,名古屋市,熱田区,81.2,87.3,,
23110,愛知県,名古屋市,中川区,80.4,86.7,,
23111,愛知県,名古屋市,港区,80.7,86.5,,
23112,愛知県,名古屋市,南区,80.0,86.7,,
23113,愛知県,名古屋市,守山区,81.6,87.8,,
23114,愛知県,名古屋市,緑区,82.3,88.0,,
23115,愛知県,名古屋市,名東区,82.1,87.8,,
23116,愛知県,名古屋市,天白区,82.2,88.0,,
23201,愛知県,豊橋市,  ,81.4,87.5,,
23202,愛知県,岡崎市,  ,82.4,87.9,,
23203,愛知県,一宮市,  ,81.7,87.3,,
23204,愛知県,瀬戸市,  ,82.2,87.6,,
23205,愛知県,半田市,  ,81.6,86.9,,
23206,愛知県,春日井市,  ,81.8,87.8,,
23207,愛知県,豊川市,  ,81.7,87.6,,
23208,愛知県,津島市,  ,81.2,87.6,,
23209,愛知県,碧南市,  ,81.6,87.4,,
23210,愛知県,刈谷市,  ,82.2,87.4,,
23211,愛知県,豊田市,  ,82.7,87.8,,
23212,愛知県,安城市,  ,82.1,87.7,,
23213,愛知県,西尾市,  ,81.5,87.4,,
23214,愛知県,蒲郡市,  ,81.9,87.5,,
23215,愛知県,犬山市,  ,82.0,87.7,,
23216,愛知県,常滑市,  ,81.8,87.7,,
23217,愛知県,江南市,  ,82.1,87.3,,
23219,愛知県,小牧市,  ,81.7,87.3,,
23220,愛知県,稲沢市,  ,81.6,87.5,,
23221,愛知県,新城市,  ,81.9,87.6,,
23222,愛知県,東海市,  ,81.8,87.6,,
23223,愛知県,大府市,  ,82.6,87.9,,
23224,愛知県,知多市,  ,82.1,87.6,,
23225,愛知県,知立市,  ,82.0,87.4,,
23226,愛知県,尾張旭市,  ,82.6,88.2,,
23227,愛知県,高浜市,  ,81.1,87.0,,
23228,愛知県,岩倉市,  ,81.7,87.4,,
23229,愛知県,豊明市,  ,82.7,88.0,,
23230,愛知県,日進市,  ,83.4,88.0,,
23231,愛知県,田原市,  ,81.8,87.6,,
23232,愛知県,愛西市,  ,81.8,87.3,,
23233,愛知県,清須市,  ,81.7,87.1,,
23234,愛知県,北名古屋市,  ,82.0,87.5,,
23235,愛知県,弥富市,  ,81.7,87.4,,
23236,愛知県,みよし市,  ,82.4,87.6,,
23237,愛知県,あま市,  ,80.8,87.2,,
23238,愛知県,長久手市,  ,82.9,88.2,,
23302,愛知県,愛知郡,東郷町,82.1,88.0,,
23342,愛知県,西春日井郡,豊山町,81.6,87.2,,
23361,愛知県,丹羽郡,大口町,82.2,87.6,,
23362,愛知県,丹羽郡,扶桑町,82.1,87.5,,
23424,愛知県,海部郡,大治町,81.3,87.0,,
23425,愛知県,海部郡,蟹江町,81.6,87.6,,
23427,愛知県,海部郡,飛島村,81.8,87.6,,
23441,愛知県,知多郡,阿久比町,81.9,87.8,,
23442,愛知県,知多郡,東浦町,81.7,87.4,,
23445,愛知県,知多郡,南知多町,81.0,87.5,,
23446,愛知県,知多郡,美浜町,82.0,87.4,,
23447,愛知県,知多郡,武豊町,81.6,87.2,,
23501,愛知県,額田郡,幸田町,82.3,87.9,,
23561,愛知県,北設楽郡,設楽町,81.9,87.8,,
23562,愛知県,北設楽郡,東栄町,81.7,87.5,,
23563,愛知県,北設楽郡,豊根村,81.7,87.6,,
24201,三重県,津市,  ,82.1,87.6,,
24202,三重県,四日市市,  ,81.0,87.2,,
24203,三重県,伊勢市,  ,82.0,88.0,,
24204,三重県,松阪市,  ,81.8,87.7,,
24205,三重県,桑名市,  ,82.0,87.7,,
24207,三重県,鈴鹿市,  ,82.0,87.5,,
24208,三重県,名張市,  ,82.2,87.4,,
24209,三重県,尾鷲市,  ,81.1,87.4,,
24210,三重県,亀山市,  ,81.5,87.7,,
24211,三重県,鳥羽市,  ,81.5,87.5,,
24212,三重県,熊野市,  ,81.3,87.2,,
24214,三重県,いなべ市,  ,81.5,87.6,,
24215,三重県,志摩市,  ,80.7,87.0,,
24216,三重県,伊賀市,  ,81.6,87.8,,
24303,三重県,桑名郡,木曽岬町,81.6,87.6,,
24324,三重県,員弁郡,東員町,82.6,88.0,,
24341,三重県,三重郡,菰野町,81.6,87.8,,
24343,三重県,三重郡,朝日町,82.0,87.8,,
24344,三重県,三重郡,川越町,81.4,87.6,,
24441,三重県,多気郡,多気町,81.8,87.8,,
24442,三重県,多気郡,明和町,81.7,88.3,,
24443,三重県,多気郡,大台町,81.8,87.5,,
24461,三重県,度会郡,玉城町,81.5,87.9,,
24470,三重県,度会郡,度会町,81.9,87.7,,
24471,三重県,度会郡,大紀町,81.2,87.6,,
24472,三重県,度会郡,南伊勢町,81.3,87.2,,
24543,三重県,北牟婁郡,紀北町,80.6,87.3,,
24561,三重県,南牟婁郡,御浜町,81.8,86.9,,
24562,三重県,南牟婁郡,紀宝町,81.7,87.6,,
25201,滋賀県,大津市,  ,83.1,88.4,,
25202,滋賀県,彦根市,  ,82.7,88.2,,
25203,滋賀県,長浜市,  ,82.2,88.2,,
25204,滋賀県,近江八幡市,  ,82.5,88.2,,
25206,滋賀県,草津市,  ,83.3,89.0,,
25207,滋賀県,守山市,  ,82.9,88.3,,
25208,滋賀県,栗東市,  ,82.4,88.1,,
25209,滋賀県,甲賀市,  ,82.9,88.3,,
25210,滋賀県,野洲市,  ,83.0,87.9,,
25211,滋賀県,湖南市,  ,82.6,88.0,,
25212,滋賀県,高島市,  ,82.3,87.9,,
25213,滋賀県,東近江市,  ,82.7,88.2,,
25214,滋賀県,米原市,  ,82.7,88.2,,
25383,滋賀県,蒲生郡,日野町,83.0,88.6,,
25384,滋賀県,蒲生郡,竜王町,82.5,87.5,,
25425,滋賀県,愛知郡,愛荘町,82.3,88.1,,
25441,滋賀県,犬上郡,豊郷町,82.4,88.2,,
25442,滋賀県,犬上郡,甲良町,82.2,88.1,,
25443,滋賀県,犬上郡,多賀町,82.6,88.3,,
26101,京都府,京都市,北区,82.6,88.5,,
26102,京都府,京都市,上京区,82.2,88.4,,
26103,京都府,京都市,左京区,83.0,88.7,,
26104,京都府,京都市,中京区,81.9,88.2,,
26105,京都府,京都市,東山区,81.7,87.9,,
26106,京都府,京都市,下京区,81.9,87.8,,
26107,京都府,京都市,南区,81.6,87.6,,
26108,京都府,京都市,右京区,82.0,88.2,,
26109,京都府,京都市,伏見区,81.5,87.9,,
26110,京都府,京都市,山科区,82.0,88.4,,
26111,京都府,京都市,西京区,82.8,88.6,,
26201,京都府,福知山市,  ,81.9,87.9,,
26202,京都府,舞鶴市,  ,81.5,88.1,,
26203,京都府,綾部市,  ,82.0,88.3,,
26204,京都府,宇治市,  ,82.5,88.4,,
26205,京都府,宮津市,  ,82.1,88.2,,
26206,京都府,亀岡市,  ,82.3,87.9,,
26207,京都府,城陽市,  ,82.7,88.3,,
26208,京都府,向日市,  ,82.4,88.4,,
26209,京都府,長岡京市,  ,83.0,88.6,,
26210,京都府,八幡市,  ,82.2,88.2,,
26211,京都府,京田辺市,  ,82.9,88.5,,
26212,京都府,京丹後市,  ,81.9,88.0,,
26213,京都府,南丹市,  ,82.0,87.9,,
26214,京都府,木津川市,  ,83.3,88.5,,
26303,京都府,乙訓郡,大山崎町,82.6,88.5,,
26322,京都府,久世郡,久御山町,81.8,88.2,,
26343,京都府,綴喜郡,井手町,82.0,88.3,,
26344,京都府,綴喜郡,宇治田原町,82.3,88.0,,
26364,京都府,相楽郡,笠置町,82.3,88.2,,
26365,京都府,相楽郡,和束町,81.9,88.2,,
26366,京都府,相楽郡,精華町,83.1,88.5,,
26367,京都府,相楽郡,南山城村,82.2,88.2,,
26407,京都府,船井郡,京丹波町,82.1,88.0,,
26463,京都府,与謝郡,伊根町,82.0,88.3,,
26465,京都府,与謝郡,与謝野町,81.8,88.3,,
27102,大阪府,大阪市,都島区,80.1,87.0,,
27103,大阪府,大阪市,福島区,80.9,87.5,,
27104,大阪府,大阪市,此花区,79.6,86.8,,
27106,大阪府,大阪市,西区,80.1,87.3,,
27107,大阪府,大阪市,港区,79.2,86.5,,
27108,大阪府,大阪市,大正区,78.8,86.6,,
27109,大阪府,大阪市,天王寺区,81.5,87.4,,
27111,大阪府,大阪市,浪速区,77.9,85.9,,
27113,大阪府,大阪市,西淀川区,79.8,86.7,,
27114,大阪府,大阪市,東淀川区,79.1,86.5,,
27115,大阪府,大阪市,東成区,79.9,87.0,,
27116,大阪府,大阪市,生野区,78.0,86.3,,
27117,大阪府,大阪市,旭区,79.2,86.9,,
27118,大阪府,大阪市,城東区,80.4,87.0,,
27119,大阪府,大阪市,阿倍野区,81.8,87.7,,
27120,大阪府,大阪市,住吉区,80.0,87.2,,
27121,大阪府,大阪市,東住吉区,79.3,86.5,,
27122,大阪府,大阪市,西成区,73.2,84.9,,
27123,大阪府,大阪市,淀川区,80.4,87.0,,
27124,大阪府,大阪市,鶴見区,80.4,86.9,,
27125,大阪府,大阪市,住之江区,79.7,86.4,,
27126,大阪府,大阪市,平野区,78.7,86.3,,
27127,大阪府,大阪市,北区,81.4,87.1,,
27128,大阪府,大阪市,中央区,81.3,87.1,,
27141,大阪府,堺市,堺区,80.7,87.0,,
27142,大阪府,堺市,中区,80.6,87.5,,
27143,大阪府,堺市,東区,81.2,87.5,,
27144,大阪府,堺市,西区,80.8,87.3,,
27145,大阪府,堺市,南区,81.8,88.3,,
27146,大阪府,堺市,北区,81.3,87.6,,
27147,大阪府,堺市,美原区,81.1,87.3,,
27202,大阪府,岸和田市,  ,80.0,87.3,,
27203,大阪府,豊中市,  ,81.9,88.0,,
27204,大阪府,池田市,  ,82.8,88.3,,
27205,大阪府,吹田市,  ,83.1,88.5,,
27206,大阪府,泉大津市,  ,80.9,87.1,,
27207,大阪府,高槻市,  ,82.9,88.4,,
27208,大阪府,貝塚市,  ,80.9,87.2,,
27209,大阪府,守口市,  ,80.3,86.7,,
27210,大阪府,枚方市,  ,82.2,88.0,,
27211,大阪府,茨木市,  ,82.4,88.3,,
27212,大阪府,八尾市,  ,80.8,87.0,,
27213,大阪府,泉佐野市,  ,80.7,87.1,,
27214,大阪府,富田林市,  ,81.1,87.6,,
27215,大阪府,寝屋川市,  ,80.4,87.2,,
27216,大阪府,河内長野市,  ,82.1,87.8,,
27217,大阪府,松原市,  ,80.6,86.7,,
27218,大阪府,大東市,  ,80.5,87.2,,
27219,大阪府,和泉市,  ,81.7,87.6,,
27220,大阪府,箕面市,  ,83.2,88.3,,
27221,大阪府,柏原市,  ,81.2,87.4,,
27222,大阪府,羽曳野市,  ,80.7,87.4,,
27223,大阪府,門真市,  ,79.6,86.7,,
27224,大阪府,摂津市,  ,81.6,87.4,,
27225,大阪府,高石市,  ,81.0,86.7,,
27226,大阪府,藤井寺市,  ,81.3,87.5,,
27227,大阪府,東大阪市,  ,80.6,86.7,,
27228,大阪府,泉南市,  ,80.5,87.1,,
27229,大阪府,四條畷市,  ,80.5,87.5,,
27230,大阪府,交野市,  ,82.2,87.8,,
27231,大阪府,大阪狭山市,  ,81.8,88.1,,
27232,大阪府,阪南市,  ,81.3,87.5,,
27301,大阪府,三島郡,島本町,82.0,87.9,,
27321,大阪府,豊能郡,豊能町,82.8,88.2,,
27322,大阪府,豊能郡,能勢町,81.2,87.1,,
27341,大阪府,泉北郡,忠岡町,80.8,87.5,,
27361,大阪府,泉南郡,熊取町,81.8,87.6,,
27362,大阪府,泉南郡,田尻町,81.4,87.2,,
27366,大阪府,泉南郡,岬町,80.9,87.4,,
27381,大阪府,南河内郡,太子町,81.8,87.7,,
27382,大阪府,南河内郡,河南町,81.7,87.8,,
27383,大阪府,南河内郡,千早赤阪村,81.1,87.4,,
28101,兵庫県,神戸市,東灘区,82.8,88.6,,
28102,兵庫県,神戸市,灘区,82.1,88.2,,
28105,兵庫県,神戸市,兵庫区,79.4,87.1,,
28106,兵庫県,神戸市,長田区,79.6,87.0,,
28107,兵庫県,神戸市,須磨区,82.2,88.1,,
28108,兵庫県,神戸市,垂水区,81.7,88.0,,
28109,兵庫県,神戸市,北区,82.3,88.2,,
28110,兵庫県,神戸市,中央区,81.4,88.1,,
28111,兵庫県,神戸市,西区,82.6,88.3,,
28201,兵庫県,姫路市,  ,80.8,87.1,,
28202,兵庫県,尼崎市,  ,80.6,87.3,,
28203,兵庫県,明石市,  ,81.5,87.7,,
28204,兵庫県,西宮市,  ,82.4,88.2,,
28205,兵庫県,洲本市,  ,81.7,88.1,,
28206,兵庫県,芦屋市,  ,83.0,88.9,,
28207,兵庫県,伊丹市,  ,82.2,88.2,,
28208,兵庫県,相生市,  ,81.7,87.9,,
28209,兵庫県,豊岡市,  ,81.7,87.7,,
28210,兵庫県,加古川市,  ,81.6,87.6,,
28212,兵庫県,赤穂市,  ,81.7,87.9,,
28213,兵庫県,西脇市,  ,81.6,87.8,,
28214,兵庫県,宝塚市,  ,82.8,88.4,,
28215,兵庫県,三木市,  ,82.7,88.3,,
28216,兵庫県,高砂市,  ,81.1,87.0,,
28217,兵庫県,川西市,  ,82.3,88.5,,
28218,兵庫県,小野市,  ,82.3,88.0,,
28219,兵庫県,三田市,  ,82.7,88.3,,
28220,兵庫県,加西市,  ,82.2,88.2,,
28221,兵庫県,丹波篠山市,  ,81.9,88.0,,
28222,兵庫県,養父市,  ,81.4,88.0,,
28223,兵庫県,丹波市,  ,81.9,88.1,,
28224,兵庫県,南あわじ市,  ,81.6,88.1,,
28225,兵庫県,朝来市,  ,81.3,88.0,,
28226,兵庫県,淡路市,  ,81.8,87.9,,
28227,兵庫県,宍粟市,  ,81.4,87.3,,
28228,兵庫県,加東市,  ,82.1,88.3,,
28229,兵庫県,たつの市,  ,81.2,87.5,,
28301,兵庫県,川辺郡,猪名川町,82.6,88.4,,
28365,兵庫県,多可郡,多可町,81.9,87.9,,
28381,兵庫県,加古郡,稲美町,81.9,87.8,,
28382,兵庫県,加古郡,播磨町,81.5,87.5,,
28442,兵庫県,神崎郡,市川町,81.6,87.7,,
28443,兵庫県,神崎郡,福崎町,81.7,88.0,,
28446,兵庫県,神崎郡,神河町,81.7,88.0,,
28464,兵庫県,揖保郡,太子町,81.7,87.8,,
28481,兵庫県,赤穂郡,上郡町,81.8,88.0,,
28501,兵庫県,佐用郡,佐用町,81.8,88.1,,
28585,兵庫県,美方郡,香美町,81.2,88.1,,
28586,兵庫県,美方郡,新温泉町,81.6,88.1,,
29201,奈良県,奈良市,  ,82.8,88.4,,
29202,奈良県,大和高田市,  ,80.8,86.9,,
29203,奈良県,大和郡山市,  ,82.3,88.0,,
29204,奈良県,天理市,  ,81.9,87.4,,
29205,奈良県,橿原市,  ,82.7,87.8,,
29206,奈良県,桜井市,  ,81.8,87.7,,
29207,奈良県,五條市,  ,81.7,87.0,,
29208,奈良県,御所市,  ,81.5,87.2,,
29209,奈良県,生駒市,  ,83.2,88.0,,
29210,奈良県,香芝市,  ,83.1,88.7,,
29211,奈良県,葛城市,  ,82.6,87.8,,
29212,奈良県,宇陀市,  ,82.1,88.1,,
29322,奈良県,山辺郡,山添村,82.1,87.8,,
29342,奈良県,生駒郡,平群町,82.6,88.4,,
29343,奈良県,生駒郡,三郷町,82.7,88.2,,
29344,奈良県,生駒郡,斑鳩町,83.0,88.0,,
29345,奈良県,生駒郡,安堵町,82.0,87.6,,
29361,奈良県,磯城郡,川西町,82.6,87.4,,
29362,奈良県,磯城郡,三宅町,82.1,87.5,,
29363,奈良県,磯城郡,田原本町,82.5,88.5,,
29385,奈良県,宇陀郡,曽爾村,82.4,88.1,,
29386,奈良県,宇陀郡,御杖村,82.3,88.0,,
29401,奈良県,高市郡,高取町,82.4,88.2,,
29402,奈良県,高市郡,明日香村,82.4,87.5,,
29424,奈良県,北葛城郡,上牧町,82.3,87.7,,
29425,奈良県,北葛城郡,王寺町,82.3,87.9,,
29426,奈良県,北葛城郡,広陵町,82.6,88.4,,
29427,奈良県,北葛城郡,河合町,82.9,88.4,,
29441,奈良県,吉野郡,吉野町,82.1,86.7,,
29442,奈良県,吉野郡,大淀町,82.0,87.4,,
29443,奈良県,吉野郡,下市町,82.2,87.6,,
29444,奈良県,吉野郡,黒滝村,82.4,88.0,,
29446,奈良県,吉野郡,天川村,82.3,88.1,,
29447,奈良県,吉野郡,野迫川村,82.5,88.1,,
29449,奈良県,吉野郡,十津川村,82.2,88.0,,
29450,奈良県,吉野郡,下北山村,82.3,87.8,,
29451,奈良県,吉野郡,上北山村,82.4,87.8,,
29452,奈良県,吉野郡,川上村,82.0,87.9,,
29453,奈良県,吉野郡,東吉野村,82.0,87.9,,
30201,和歌山県,和歌山市,  ,81.0,87.2,,
30202,和歌山県,海南市,  ,81.8,87.7,,
30203,和歌山県,橋本市,  ,81.8,87.3,,
30204,和歌山県,有田市,  ,81.0,87.8,,
30205,和歌山県,御坊市,  ,80.3,86.9,,
30206,和歌山県,田辺市,  ,80.4,87.7,,
30207,和歌山県,新宮市,  ,81.4,87.3,,
30208,和歌山県,紀の川市,  ,81.3,87.7,,
30209,和歌山県,岩出市,  ,81.7,87.7,,
30304,和歌山県,海草郡,紀美野町,81.3,87.7,,
30341,和歌山県,伊都郡,かつらぎ町,81.4,87.7,,
30343,和歌山県,伊都郡,九度山町,81.1,87.0,,
30344,和歌山県,伊都郡,高野町,81.0,87.1,,
30361,和歌山県,有田郡,湯浅町,80.9,87.5,,
30362,和歌山県,有田郡,広川町,81.1,87.4,,
30366,和歌山県,有田郡,有田川町,81.5,87.7,,
30381,和歌山県,日高郡,美浜町,80.6,87.3,,
30382,和歌山県,日高郡,日高町,81.5,87.4,,
30383,和歌山県,日高郡,由良町,80.3,87.0,,
30390,和歌山県,日高郡,印南町,81.5,87.1,,
30391,和歌山県,日高郡,みなべ町,81.1,87.6,,
30392,和歌山県,日高郡,日高川町,81.4,87.3,,
30401,和歌山県,西牟婁郡,白浜町,79.9,86.7,,
30404,和歌山県,西牟婁郡,上富田町,81.3,87.1,,
30406,和歌山県,西牟婁郡,すさみ町,80.5,87.4,,
30421,和歌山県,東牟婁郡,那智勝浦町,80.5,87.2,,
30422,和歌山県,東牟婁郡,太地町,80.2,87.1,,
30424,和歌山県,東牟婁郡,古座川町,80.4,87.8,,
30427,和歌山県,東牟婁郡,北山村,81.0,87.5,,
30428,和歌山県,東牟婁郡,串本町,80.1,87.1,,
31201,鳥取県,鳥取市,  ,81.7,88.0,,
31202,鳥取県,米子市,  ,81.2,88.0,,
31203,鳥取県,倉吉市,  ,81.3,87.9,,
31204,鳥取県,境港市,  ,81.3,87.8,,
31302,鳥取県,岩美郡,岩美町,81.4,88.1,,
31325,鳥取県,八頭郡,若桜町,81.3,87.6,,
31328,鳥取県,八頭郡,智頭町,81.1,88.6,,
31329,鳥取県,八頭郡,八頭町,81.1,87.8,,
31364,鳥取県,東伯郡,三朝町,81.1,87.9,,
31370,鳥取県,東伯郡,湯梨浜町,80.7,87.3,,
31371,鳥取県,東伯郡,琴浦町,81.4,87.9,,
31372,鳥取県,東伯郡,北栄町,81.0,87.5,,
31384,鳥取県,西伯郡,日吉津村,81.2,88.1,,
31386,鳥取県,西伯郡,大山町,81.2,87.8,,
31389,鳥取県,西伯郡,南部町,81.2,87.6,,
31390,鳥取県,西伯郡,伯耆町,81.7,87.9,,
31401,鳥取県,日野郡,日南町,81.5,87.9,,
31402,鳥取県,日野郡,日野町,81.5,88.1,,
31403,鳥取県,日野郡,江府町,81.4,88.0,,
32201,島根県,松江市,  ,81.8,88.4,,
32202,島根県,浜田市,  ,81.1,87.6,,
32203,島根県,出雲市,  ,82.1,88.4,,
32204,島根県,益田市,  ,80.9,88.1,,
32205,島根県,大田市,  ,81.5,88.0,,
32206,島根県,安来市,  ,81.8,88.1,,
32207,島根県,江津市,  ,81.1,87.8,,
32209,島根県,雲南市,  ,81.8,88.3,,
32343,島根県,仁多郡,奥出雲町,82.3,88.6,,
32386,島根県,飯石郡,飯南町,81.9,88.4,,
32441,島根県,邑智郡,川本町,81.7,88.1,,
32448,島根県,邑智郡,美郷町,81.5,88.2,,
32449,島根県,邑智郡,邑南町,81.8,88.4,,
32501,島根県,鹿足郡,津和野町,81.2,88.2,,
32505,島根県,鹿足郡,吉賀町,81.9,88.1,,
32525,島根県,隠岐郡,海士町,81.7,88.4,,
32526,島根県,隠岐郡,西ノ島町,81.5,88.0,,
32527,島根県,隠岐郡,知夫村,81.5,88.3,,
32528,島根県,隠岐郡,隠岐の島町,80.7,88.2,,
33101,岡山県,岡山市,北区,82.4,88.4,,
33102,岡山県,岡山市,中区,82.3,88.6,,
33103,岡山県,岡山市,東区,82.2,88.4,,
33104,岡山県,岡山市,南区,82.1,88.4,,
33202,岡山県,倉敷市,  ,82.1,88.3,,
33203,岡山県,津山市,  ,81.5,88.2,,
33204,岡山県,玉野市,  ,81.6,87.8,,
33205,岡山県,笠岡市,  ,81.6,88.0,,
33207,岡山県,井原市,  ,81.8,88.3,,
33208,岡山県,総社市,  ,82.0,88.5,,
33209,岡山県,高梁市,  ,81.6,88.4,,
33210,岡山県,新見市,  ,81.6,88.5,,
33211,岡山県,備前市,  ,81.2,87.8,,
33212,岡山県,瀬戸内市,  ,81.8,88.0,,
33213,岡山県,赤磐市,  ,82.1,88.4,,
33214,岡山県,真庭市,  ,81.5,88.3,,
33215,岡山県,美作市,  ,81.2,88.2,,
33216,岡山県,浅口市,  ,82.2,88.5,,
33346,岡山県,和気郡,和気町,81.8,88.4,,
33423,岡山県,都窪郡,早島町,82.2,88.4,,
33445,岡山県,浅口郡,里庄町,82.1,88.8,,
33461,岡山県,小田郡,矢掛町,81.9,88.6,,
33586,岡山県,真庭郡,新庄村,81.8,88.3,,
33606,岡山県,苫田郡,鏡野町,81.9,88.2,,
33622,岡山県,勝田郡,勝央町,81.9,88.4,,
33623,岡山県,勝田郡,奈義町,82.0,88.4,,
33643,岡山県,英田郡,西粟倉村,81.9,88.3,,
33663,岡山県,久米郡,久米南町,81.8,88.3,,
33666,岡山県,久米郡,美咲町,80.7,88.0,,
33681,岡山県,加賀郡,吉備中央町,81.9,88.2,,
34101,広島県,広島市,中区,82.1,88.1,,
34102,広島県,広島市,東区,82.5,88.3,,
34103,広島県,広島市,南区,82.1,88.6,,
34104,広島県,広島市,西区,82.3,88.4,,
34105,広島県,広島市,安佐南区,83.0,88.5,,
34106,広島県,広島市,安佐北区,82.4,88.2,,
34107,広島県,広島市,安芸区,82.7,88.7,,
34108,広島県,広島市,佐伯区,83.0,88.5,,
34202,広島県,呉市,  ,80.7,87.7,,
34203,広島県,竹原市,  ,81.7,88.0,,
34204,広島県,三原市,  ,81.6,87.8,,
34205,広島県,尾道市,  ,81.1,87.9,,
34207,広島県,福山市,  ,81.5,88.0,,
34208,広島県,府中市,  ,81.9,88.0,,
34209,広島県,三次市,  ,81.8,88.0,,
34210,広島県,庄原市,  ,81.7,88.6,,
34211,広島県,大竹市,  ,82.0,88.1,,
34212,広島県,東広島市,  ,82.6,88.3,,
34213,広島県,廿日市市,  ,82.6,88.5,,
34214,広島県,安芸高田市,  ,81.8,88.6,,
34215,広島県,江田島市,  ,81.4,87.5,,
34302,広島県,安芸郡,府中町,82.8,88.5,,
34304,広島県,安芸郡,海田町,81.8,88.2,,
34307,広島県,安芸郡,熊野町,81.9,88.2,,
34309,広島県,安芸郡,坂町,81.7,88.1,,
34368,広島県,山県郡,安芸太田町,81.8,88.3,,
34369,広島県,山県郡,北広島町,81.8,88.3,,
34431,広島県,豊田郡,大崎上島町,81.8,87.9,,
34462,広島県,世羅郡,世羅町,82.2,88.4,,
34545,広島県,神石郡,神石高原町,82.3,88.2,,
35201,山口県,下関市,  ,80.7,87.4,,
35202,山口県,宇部市,  ,81.4,87.2,,
35203,山口県,山口市,  ,81.8,88.3,,
35204,山口県,萩市,  ,80.8,87.1,,
35206,山口県,防府市,  ,81.2,87.1,,
35207,山口県,下松市,  ,81.4,87.4,,
35208,山口県,岩国市,  ,81.2,87.2,,
35210,山口県,光市,  ,81.5,87.7,,
35211,山口県,長門市,  ,80.9,87.5,,
35212,山口県,柳井市,  ,80.8,87.3,,
35213,山口県,美祢市,  ,81.0,87.5,,
35215,山口県,周南市,  ,81.1,87.4,,
35216,山口県,山陽小野田市,  ,80.6,87.3,,
35305,山口県,大島郡,周防大島町,80.5,87.0,,
35321,山口県,玖珂郡,和木町,81.1,87.5,,
35341,山口県,熊毛郡,上関町,80.2,87.3,,
35343,山口県,熊毛郡,田布施町,81.1,87.2,,
35344,山口県,熊毛郡,平生町,81.2,87.8,,
35502,山口県,阿武郡,阿武町,81.0,87.4,,
36201,徳島県,徳島市,  ,81.6,87.7,,
36202,徳島県,鳴門市,  ,81.2,86.9,,
36203,徳島県,小松島市,  ,81.5,87.6,,
36204,徳島県,阿南市,  ,81.6,87.5,,
36205,徳島県,吉野川市,  ,80.3,87.7,,
36206,徳島県,阿波市,  ,80.8,87.4,,
36207,徳島県,美馬市,  ,80.7,87.1,,
36208,徳島県,三好市,  ,80.4,86.5,,
36301,徳島県,勝浦郡,勝浦町,81.3,87.5,,
36302,徳島県,勝浦郡,上勝町,81.5,87.7,,
36321,徳島県,名東郡,佐那河内村,80.9,87.5,,
36341,徳島県,名西郡,石井町,81.5,87.1,,
36342,徳島県,名西郡,神山町,81.3,87.5,,
36368,徳島県,那賀郡,那賀町,81.7,87.0,,
36383,徳島県,海部郡,牟岐町,81.0,87.6,,
36387,徳島県,海部郡,美波町,81.4,87.0,,
36388,徳島県,海部郡,海陽町,80.8,87.0,,
36401,徳島県,板野郡,松茂町,81.8,87.3,,
36402,徳島県,板野郡,北島町,82.1,87.8,,
36403,徳島県,板野郡,藍住町,81.6,87.8,,
36404,徳島県,板野郡,板野町,80.7,87.6,,
36405,徳島県,板野郡,上板町,81.1,87.5,,
36468,徳島県,美馬郡,つるぎ町,80.6,86.7,,
